date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:34:04	126/126	---M-Z	200	added ('OK')	text/plain	date:Fri,%2015%20Dec%202023%2020:34:04%20GMT	https://pharaohsoft.com/robots.txt		(from )
22:34:05	80914/80914	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:04%20GMT	https://pharaohsoft.com/	work/pharaohsoft/pharaohsoft.com/index.html	(from )
22:34:05	5091/5091	---M--	200	added ('OK')	image/png	etag:%2213e3-628dffd8-b70dd5bb15d29ec9;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/favicons/favicon-96x96.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/favicons/favicon-96x96.png	(from https://pharaohsoft.com/)
22:34:09	83566/83566	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:07%20GMT	https://pharaohsoft.com/fr/	work/pharaohsoft/pharaohsoft.com/fr/index.html	(from https://pharaohsoft.com/)
22:34:18	1137606/1137606	---M--	200	added ('OK')	image/png	etag:%22115bc6-628dffe7-84b6dbf71e31afef;;;%22	https://pharaohsoft.com/wp-content/uploads/2022/04/home.png	work/pharaohsoft/pharaohsoft.com/wp-content/uploads/2022/04/home.png	(from https://pharaohsoft.com/)
22:34:22	110035/110035	---M-Z	200	added ('OK')	text/css	etag:%221add3-654afb0e-47819baeca87e590;gz%22	https://pharaohsoft.com/wp-includes/css/dist/block-library/style.min.css?ver=6.4.2	work/pharaohsoft/pharaohsoft.com/wp-includes/css/dist/block-library/style.min1e39.css	(from https://pharaohsoft.com/)
22:34:23	2859/2859	---M-Z	200	added ('OK')	text/css	etag:%22b2b-64186cef-4f6180f8c9d63a43;gz%22	https://pharaohsoft.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.7.4	work/pharaohsoft/pharaohsoft.com/wp-content/plugins/contact-form-7/includes/css/styles4999.css	(from https://pharaohsoft.com/)
22:34:24	83326/83326	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:22%20GMT	https://pharaohsoft.com/de/	work/pharaohsoft/pharaohsoft.com/de/index.html	(from https://pharaohsoft.com/)
22:34:31	6811/6811	---M-Z	200	added ('OK')	text/css	etag:%221a9b-63bd40e9-f38d64174a2dcd9;gz%22	https://pharaohsoft.com/wp-content/plugins/add-search-to-menu/public/css/ivory-search.min.css?ver=5.5	work/pharaohsoft/pharaohsoft.com/wp-content/plugins/add-search-to-menu/public/css/ivory-search.min5156.css	(from https://pharaohsoft.com/)
22:34:31	190/190	---M--	200	added ('OK')	text/css	etag:%22be-628dffd9-de599d9dfbab492c;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/style.css?ver=6.4.2	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/style1e39.css	(from https://pharaohsoft.com/)
22:34:33	194900/194900	---M-Z	200	added ('OK')	text/css	etag:%222f954-63987ab1-c09ab4cb528e5871;gz%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/css/bootstrap.min.5.2.3.css?ver=6.4.2	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/css/bootstrap.min.5.2.31e39.css	(from https://pharaohsoft.com/)
22:34:34	321955/321955	---M-Z	200	added ('OK')	text/css	etag:%224e9a3-63bed731-c488666c0804d512;gz%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/css/style.css?ver=6.4.2	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/css/style1e39.css	(from https://pharaohsoft.com/)
22:34:34	1519/1519	---M-Z	200	added ('OK')	text/css	etag:%225ef-62f4ee94-6f9b05e32b901c0e;gz%22	https://pharaohsoft.com/wp-content/plugins/add-to-any/addtoany.min.css?ver=1.16	work/pharaohsoft/pharaohsoft.com/wp-content/plugins/add-to-any/addtoany.mind47c.css	(from https://pharaohsoft.com/)
22:34:35	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-654afb0e-f068d91750a79eb9;gz%22	https://pharaohsoft.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	work/pharaohsoft/pharaohsoft.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://pharaohsoft.com/)
22:34:37	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-64d30171-b905c46d9da5be7a;gz%22	https://pharaohsoft.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	work/pharaohsoft/pharaohsoft.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://pharaohsoft.com/)
22:34:37	129/129	---M--	200	added ('OK')	application/x-javascript	etag:%2281-62f4ee94-7238daaa03cc77ef;;;%22	https://pharaohsoft.com/wp-content/plugins/add-to-any/addtoany.min.js?ver=1.1	work/pharaohsoft/pharaohsoft.com/wp-content/plugins/add-to-any/addtoany.min4963.js	(from https://pharaohsoft.com/)
22:34:38	1426/1426	---M-Z	200	added ('OK')	application/x-javascript	etag:%22592-652415a5-95e925ea1707bea5;gz%22	https://pharaohsoft.com/wp-content/plugins/wp-statistics/assets/js/tracker.js?ver=6.4.2	work/pharaohsoft/pharaohsoft.com/wp-content/plugins/wp-statistics/assets/js/tracker1e39.js	(from https://pharaohsoft.com/)
22:34:41	13622/13622	---MCZ	200	added ('OK')	application/json	date:Fri,%2015%20Dec%202023%2020:34:39%20GMT	https://pharaohsoft.com/wp-json/wp/v2/pages/14	work/pharaohsoft/pharaohsoft.com/wp-json/wp/v2/pages/14.json	(from https://pharaohsoft.com/)
22:34:41	186336/186336	---MCZ	200	added ('OK')	application/json	date:Fri,%2015%20Dec%202023%2020:34:40%20GMT	https://pharaohsoft.com/wp-json/	work/pharaohsoft/pharaohsoft.com/wp-json/index.html	(from https://pharaohsoft.com/)
22:34:41	805/805	---M-Z	200	added ('OK')	text/xml	date:Fri,%2015%20Dec%202023%2020:34:41%20GMT	https://pharaohsoft.com/xmlrpc.php?rsd	work/pharaohsoft/pharaohsoft.com/xmlrpc0db0.php	(from https://pharaohsoft.com/)
22:34:42	2560/2560	---M-Z	200	added ('OK')	application/json	date:Fri,%2015%20Dec%202023%2020:34:42%20GMT	https://pharaohsoft.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpharaohsoft.com%2F	work/pharaohsoft/pharaohsoft.com/wp-json/oembed/1.0/embed0d6a.json	(from https://pharaohsoft.com/)
22:34:44	2775/2775	---M-Z	200	added ('OK')	text/xml	date:Fri,%2015%20Dec%202023%2020:34:43%20GMT	https://pharaohsoft.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpharaohsoft.com%2F&format=xml	work/pharaohsoft/pharaohsoft.com/wp-json/oembed/1.0/embed8bea	(from https://pharaohsoft.com/)
22:34:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2020:34:44%20GMT	https://pharaohsoft.com/about-us	work/pharaohsoft/pharaohsoft.com/about-us	(from https://pharaohsoft.com/)
22:34:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2020:34:45%20GMT	https://pharaohsoft.com/contact-us	work/pharaohsoft/pharaohsoft.com/contact-us	(from https://pharaohsoft.com/)
22:34:46	56263/56263	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:46%20GMT	https://pharaohsoft.com/about-us/	work/pharaohsoft/pharaohsoft.com/about-us/index.html	(from https://pharaohsoft.com/)
22:34:46	67526/67526	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:46%20GMT	https://pharaohsoft.com/contact-us/	work/pharaohsoft/pharaohsoft.com/contact-us/index.html	(from https://pharaohsoft.com/)
22:34:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2020:34:46%20GMT	https://pharaohsoft.com/company-awards	work/pharaohsoft/pharaohsoft.com/company-awards.13.delayed	(from https://pharaohsoft.com/)
22:34:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2020:34:47%20GMT	https://pharaohsoft.com/partners	work/pharaohsoft/pharaohsoft.com/partners	(from https://pharaohsoft.com/)
22:34:48	57653/57653	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:48%20GMT	https://pharaohsoft.com/partners/	work/pharaohsoft/pharaohsoft.com/partners/index.html	(from https://pharaohsoft.com/)
22:34:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2020:34:48%20GMT	https://pharaohsoft.com/team	work/pharaohsoft/pharaohsoft.com/team	(from https://pharaohsoft.com/)
22:34:49	54679/54679	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:48%20GMT	https://pharaohsoft.com/company-awards/	work/pharaohsoft/pharaohsoft.com/company-awards/index.html	(from https://pharaohsoft.com/)
22:34:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2020:34:49%20GMT	https://pharaohsoft.com/insights	work/pharaohsoft/pharaohsoft.com/insights	(from https://pharaohsoft.com/)
22:34:50	49498/49498	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:49%20GMT	https://pharaohsoft.com/team/	work/pharaohsoft/pharaohsoft.com/team/index.html	(from https://pharaohsoft.com/)
22:34:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2020:34:50%20GMT	https://pharaohsoft.com/digital-transformation	work/pharaohsoft/pharaohsoft.com/digital-transformation	(from https://pharaohsoft.com/)
22:34:51	57531/57531	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:50%20GMT	https://pharaohsoft.com/insights/	work/pharaohsoft/pharaohsoft.com/insights/index.html	(from https://pharaohsoft.com/)
22:34:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2020:34:51%20GMT	https://pharaohsoft.com/product-design	work/pharaohsoft/pharaohsoft.com/product-design	(from https://pharaohsoft.com/)
22:34:52	57316/57316	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:51%20GMT	https://pharaohsoft.com/digital-transformation/	work/pharaohsoft/pharaohsoft.com/digital-transformation/index.html	(from https://pharaohsoft.com/)
22:34:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2020:34:52%20GMT	https://pharaohsoft.com/3d-ecommerce	work/pharaohsoft/pharaohsoft.com/3d-ecommerce	(from https://pharaohsoft.com/)
22:34:53	58198/58198	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:52%20GMT	https://pharaohsoft.com/product-design/	work/pharaohsoft/pharaohsoft.com/product-design/index.html	(from https://pharaohsoft.com/)
22:34:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2020:34:53%20GMT	https://pharaohsoft.com/data-analytics	work/pharaohsoft/pharaohsoft.com/data-analytics	(from https://pharaohsoft.com/)
22:34:54	66376/66376	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:53%20GMT	https://pharaohsoft.com/3d-ecommerce/	work/pharaohsoft/pharaohsoft.com/3d-ecommerce/index.html	(from https://pharaohsoft.com/)
22:34:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2020:34:54%20GMT	https://pharaohsoft.com/search	work/pharaohsoft/pharaohsoft.com/search	(from https://pharaohsoft.com/)
22:34:55	71149/71149	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:54%20GMT	https://pharaohsoft.com/data-analytics/	work/pharaohsoft/pharaohsoft.com/data-analytics/index.html	(from https://pharaohsoft.com/)
22:34:55	9995/9995	---M--	200	added ('OK')	image/png	etag:%22270b-62d429cb-92b8603a0e14b1ba;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/pmi.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/pmi.png	(from https://pharaohsoft.com/)
22:34:56	6344/6344	---M--	200	added ('OK')	image/webp	etag:%2218c8-628dffd8-1cc18cabf937fa62;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/hari.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/hari.webp	(from https://pharaohsoft.com/)
22:34:56	59072/59072	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:34:55%20GMT	https://pharaohsoft.com/search/	work/pharaohsoft/pharaohsoft.com/search/index.html	(from https://pharaohsoft.com/)
22:34:57	1884/1884	---M--	200	added ('OK')	image/webp	etag:%2275c-628dffd8-60b20eb9aad3d866;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/pannelli.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/pannelli.webp	(from https://pharaohsoft.com/)
22:34:58	3150/3150	---M--	200	added ('OK')	image/webp	etag:%22c4e-628dffd8-452d686d9f5518b6;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/jumia.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/jumia.webp	(from https://pharaohsoft.com/)
22:34:59	2620/2620	---M--	200	added ('OK')	image/webp	etag:%22a3c-628dffd8-f2bddbf1121156ff;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/kolleno.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/kolleno.webp	(from https://pharaohsoft.com/)
22:35:00	9250/9250	---M--	200	added ('OK')	image/webp	etag:%222422-628dffd8-aa5c54a3a51d484d;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/rotary.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/rotary.webp	(from https://pharaohsoft.com/)
22:35:02	11074/11074	---M--	200	added ('OK')	image/webp	etag:%222b42-628dffd8-1f565e4f43aa7ccb;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/vodafone.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/vodafone.webp	(from https://pharaohsoft.com/)
22:35:04	6130/6130	---M--	200	added ('OK')	image/webp	etag:%2217f2-628dffd8-81814d02033a7b4a;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/eba.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/eba.webp	(from https://pharaohsoft.com/)
22:35:04	1066/1066	---M--	200	added ('OK')	image/webp	etag:%2242a-628dffd8-11d15b0097295f56;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/u.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/u.webp	(from https://pharaohsoft.com/)
22:35:05	4802/4802	---M--	200	added ('OK')	image/webp	etag:%2212c2-628dffd8-e17744c61551757e;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/fashionknit.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/fashionknit.webp	(from https://pharaohsoft.com/)
22:35:06	10246/10246	---M--	200	added ('OK')	image/webp	etag:%222806-628dffd8-9b105edb8e7c22c5;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/levco.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/levco.webp	(from https://pharaohsoft.com/)
22:35:07	6444/6444	---M--	200	added ('OK')	image/webp	etag:%22192c-628dffd8-8b26020d1a3fd0b2;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/rdl.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/rdl.webp	(from https://pharaohsoft.com/)
22:35:08	1584/1584	---M--	200	added ('OK')	image/webp	etag:%22630-628dffd8-c0555fb6a0a01360;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/cauris.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/cauris.webp	(from https://pharaohsoft.com/)
22:35:09	4022/4022	---M--	200	added ('OK')	image/webp	etag:%22fb6-628dffd8-f5bb41c19a2ff68b;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/j-j.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/j-j.webp	(from https://pharaohsoft.com/)
22:35:10	2374/2374	---M--	200	added ('OK')	image/webp	etag:%22946-628dffd8-3e594030fc2e6bb5;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/sts.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/sts.webp	(from https://pharaohsoft.com/)
22:35:11	3442/3442	---M--	200	added ('OK')	image/webp	etag:%22d72-628dffd8-ae252b028cc458a8;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/pulse-logo.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/pulse-logo.webp	(from https://pharaohsoft.com/)
22:35:12	4982/4982	---M--	200	added ('OK')	image/png	etag:%221376-628dffd8-e2d11b7a34cc1424;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/bookment.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/bookment.png	(from https://pharaohsoft.com/)
22:35:13	2577/2577	---M--	200	added ('OK')	image/png	etag:%22a11-628dffd8-166cae80fcf7c45a;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/leads-construction.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/trusted-by/leads-construction.png	(from https://pharaohsoft.com/)
22:35:15	4352/4352	---M--	200	added ('OK')	image/png	etag:%221100-63a59c7c-6188fde96f23e998;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/solution.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/solution.png	(from https://pharaohsoft.com/)
22:35:16	5402/5402	---M--	200	added ('OK')	image/png	etag:%22151a-63a59c79-a2704fa034d2dfbb;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/ibm.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/ibm.png	(from https://pharaohsoft.com/)
22:35:17	4162/4162	---M--	200	added ('OK')	image/png	etag:%221042-63a59c7a-659ad7057e143920;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/microsoft.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/microsoft.png	(from https://pharaohsoft.com/)
22:35:18	7549/7549	---M--	200	added ('OK')	image/png	etag:%221d7d-63a59c7a-d386dab97a15e54f;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/commerce.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/commerce.png	(from https://pharaohsoft.com/)
22:35:19	8923/8923	---M--	200	added ('OK')	image/png	etag:%2222db-63a59c7b-451ad3f939422f65;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/qlik.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/qlik.png	(from https://pharaohsoft.com/)
22:35:20	4058/4058	---M--	200	added ('OK')	image/png	etag:%22fda-63a59c7b-e9a7381a01d91188;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/odoo.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/partners/odoo.png	(from https://pharaohsoft.com/)
22:35:21	9088/9088	---M--	200	added ('OK')	image/png	etag:%222380-628dffd8-7ccfcb70cfdcc4b0;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/home/testimonial/mohamed-abdelkader.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/home/testimonial/mohamed-abdelkader.png	(from https://pharaohsoft.com/)
22:35:22	14592/14592	---M--	200	added ('OK')	image/webp	etag:%223900-628dffd8-a8d3dd5d34522628;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/home/testimonial/crouis.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/home/testimonial/crouis.webp	(from https://pharaohsoft.com/)
22:35:27	613581/613581	---M--	200	added ('OK')	image/png	etag:%2295ccd-639879f5-5cb4fb03fa86a0dd;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/home/testimonial/pannelli.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/home/testimonial/pannelli.png	(from https://pharaohsoft.com/)
22:35:28	10617/10617	---M--	200	added ('OK')	image/png	etag:%222979-628dffd8-792fea811925f41f;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/home/testimonial/mohamed-sabah.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/home/testimonial/mohamed-sabah.png	(from https://pharaohsoft.com/)
22:35:32	451184/451184	---M--	200	added ('OK')	image/png	etag:%226e270-639879f5-f25a653be30e6ad8;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/home/testimonial/fashion.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/home/testimonial/fashion.png	(from https://pharaohsoft.com/)
22:35:38	920082/920082	---M--	200	added ('OK')	image/jpeg	etag:%22e0a12-628dffd9-1de7adc13ea5519;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/docs/iso.jpg	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/docs/iso.jpg	(from https://pharaohsoft.com/)
22:35:39	214238/214238	---M--	200	added ('OK')	image/webp	etag:%22344de-628dffd8-5a4e6be1ac102e16;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/iso9001.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/iso9001.webp	(from https://pharaohsoft.com/)
22:35:42	3542/3542	---M--	200	added ('OK')	image/webp	etag:%22dd6-628dffd8-f6ab98e4ac2b5446;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/top-mobile-app.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/top-mobile-app.webp	(from https://pharaohsoft.com/)
22:35:43	3404/3404	---M--	200	added ('OK')	image/webp	etag:%22d4c-628dffd8-e88a9bc314c581d;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/top-b2b.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/top-b2b.webp	(from https://pharaohsoft.com/)
22:35:43	217922/217922	---M--	200	added ('OK')	image/webp	etag:%2235342-628dffd8-35f11115c22185b;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/iso27001.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/iso27001.webp	(from https://pharaohsoft.com/)
22:35:43	75956/75956	---M--	200	added ('OK')	image/webp	etag:%22128b4-628dffd8-e3d912242b637a52;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/software-development.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/software-development.webp	(from https://pharaohsoft.com/)
22:35:44	13139/13139	---M--	200	added ('OK')	image/png	etag:%223353-628dffd8-2f992c665f94a797;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/top-mobile-software.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/top-mobile-software.png	(from https://pharaohsoft.com/)
22:35:45	3464/3464	---M--	200	added ('OK')	image/webp	etag:%22d88-628dffd8-d7412c8c65608016;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/techreviewer1.webp	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/awards/techreviewer1.webp	(from https://pharaohsoft.com/)
22:35:46	20956/20956	---M--	200	added ('OK')	image/webp	etag:%2251dc-649c9dba-16b33251e8c84af9;;;%22	https://pharaohsoft.com/wp-content/uploads/2023/06/ai-augmentation-small-jpeg.webp	work/pharaohsoft/pharaohsoft.com/wp-content/uploads/2023/06/ai-augmentation-small-jpeg.webp	(from https://pharaohsoft.com/)
22:35:47	20362/20362	---M--	200	added ('OK')	image/webp	etag:%224f8a-649aca72-4f584d3ad0d7df2b;;;%22	https://pharaohsoft.com/wp-content/uploads/2023/06/law-firms-ai-small-jpeg.webp	work/pharaohsoft/pharaohsoft.com/wp-content/uploads/2023/06/law-firms-ai-small-jpeg.webp	(from https://pharaohsoft.com/)
22:35:48	64032/64032	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:35:48%20GMT	https://pharaohsoft.com/augmented-working-how-ai-is-enhancing-workplace-productivity/	work/pharaohsoft/pharaohsoft.com/augmented-working-how-ai-is-enhancing-workplace-productivity/index.html	(from https://pharaohsoft.com/)
22:35:49	19646/19646	---M--	200	added ('OK')	image/webp	etag:%224cbe-6488c496-d3864bd46a38d4c0;;;%22	https://pharaohsoft.com/wp-content/uploads/2023/06/custom-software-development-small-jpeg.webp	work/pharaohsoft/pharaohsoft.com/wp-content/uploads/2023/06/custom-software-development-small-jpeg.webp	(from https://pharaohsoft.com/)
22:35:49	70378/70378	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:35:49%20GMT	https://pharaohsoft.com/harnessing-ai-revolutionizing-legal-services-in-the-digital-age/	work/pharaohsoft/pharaohsoft.com/harnessing-ai-revolutionizing-legal-services-in-the-digital-age/index.html	(from https://pharaohsoft.com/)
22:35:50	67892/67892	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2020:35:49%20GMT	https://pharaohsoft.com/why-custom-software-development-is-the-right-choice-for-your-business/	work/pharaohsoft/pharaohsoft.com/why-custom-software-development-is-the-right-choice-for-your-business/index.html	(from https://pharaohsoft.com/)
22:35:51	3355/3355	---M--	200	added ('OK')	image/png	etag:%22d1b-628dffd8-1995006ac70ebc35;;;%22	https://pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/logo/light-logo.png	work/pharaohsoft/pharaohsoft.com/wp-content/themes/pharaohsoft/assets/images/general/logo/light-logo.png	(from https://pharaohsoft.com/)
